"Compound","rt","mz","240927_50MeOH_pos_P2A1_1_9665","240927_50MeOH_pos_P2A1_1_9666","240927_50MeOH_pos_P2A1_1_9667","240927_0.1mgmL_GroupMix3_IsovalericAcid_HSST3_pos_P2E4_1_9668","240927_0.1mgmL_GroupMix1_HSST3_pos_P2E2_1_9669","240927_0.1mgmL_GroupMix4_HSST3_pos_P2E5_1_9670","240927_0.1mgmL_GroupMix6_HSST3_pos_P2E7_1_9671","240927_0.1mgmL_GroupMix5_ValericAcid_HSST3_pos_P2E6_1_9672","240927_0.1mgmL_GroupMix2_ValericAcid_HSST3_pos_P2E3_1_9673","240927_0.1mgmL_FullMix_HSST3_pos_P2F1_1_9674","240927_0.1mgmL_GroupMix8_IsovalericAcid_HSST3_pos_P2E9_1_9675","240927_0.1mgmL_GroupMix7_ValericAcid_HSST3_pos_P2E8_1_9676","240927_0.1mgmL_GroupMix3_IsovalericAcid_HSST3_pos_P2E4_1_9725","240927_0.1mgmL_FullMix_HSST3_pos_P2F1_1_9726","240927_0.1mgmL_GroupMix7_ValericAcid_HSST3_pos_P2E8_1_9727","240927_0.1mgmL_GroupMix6_HSST3_pos_P2E7_1_9728","240927_0.1mgmL_GroupMix2_ValericAcid_HSST3_pos_P2E3_1_9729","240927_0.1mgmL_GroupMix4_HSST3_pos_P2E5_1_9730","240927_0.1mgmL_GroupMix8_IsovalericAcid_HSST3_pos_P2E9_1_9731","240927_0.1mgmL_GroupMix5_ValericAcid_HSST3_pos_P2E6_1_9732","240927_0.1mgmL_GroupMix1_HSST3_pos_P2E2_1_9733","240927_0.1mgmL_GroupMix5_ValericAcid_HSST3_pos_P2E6_1_9782","240927_0.1mgmL_GroupMix3_IsovalericAcid_HSST3_pos_P2E4_1_9783","240927_0.1mgmL_GroupMix7_ValericAcid_HSST3_pos_P2E8_1_9784","240927_0.1mgmL_GroupMix2_ValericAcid_HSST3_pos_P2E3_1_9785","240927_0.1mgmL_GroupMix4_HSST3_pos_P2E5_1_9786","240927_0.1mgmL_GroupMix6_HSST3_pos_P2E7_1_9787","240927_0.1mgmL_FullMix_HSST3_pos_P2F1_1_9788","240927_0.1mgmL_GroupMix1_HSST3_pos_P2E2_1_9789","240927_0.1mgmL_GroupMix8_IsovalericAcid_HSST3_pos_P2E9_1_9790"
"819.51572 Da 247.97 s",4.13,820.523,36,0,0,0,0,0,0,0,0,0,18314,0,0,58,0,0,0,0,19552,0,0,0,0,0,0,0,0,92,0,18138
"652.34594 Da 248.15 s",4.14,653.35321,0,0,0,0,0,0,0,0,2604,4644,0,0,0,5814,0,0,3288,0,0,0,0,0,0,0,3526,0,0,4364,0,0
"517.27058 Da 248.69 s",4.14,259.64257,0,0,0,0,0,0,0,0,528,8578,0,0,0,10710,0,0,662,0,0,0,0,0,0,0,652,0,0,7918,0,0
"535.24458 Da 248.70 s",4.15,268.62957,0,0,0,0,0,0,0,0,582,10350,0,0,0,11144,0,0,1154,0,0,0,0,0,0,0,480,0,0,8152,0,0
"961.65817 Da 248.70 s",4.15,962.66545,0,0,0,0,0,0,0,0,206,3476,0,0,0,3116,0,0,0,0,0,0,0,0,0,0,0,0,0,3166,0,0
"996.59638 Da 248.70 s",4.15,499.30547,0,148,140,0,0,0,0,0,0,4402,0,0,0,4984,0,0,0,0,0,0,0,0,0,0,0,0,0,4348,0,0
"902.62300 Da 248.70 s",4.15,903.63028,0,0,0,0,0,0,0,0,366,4996,0,0,0,4100,0,0,246,0,0,0,0,0,0,0,0,0,0,4478,0,0
"1227.83350 Da 248.86 s",4.15,614.92402,0,0,0,0,0,36,0,0,0,4476,0,0,0,4604,0,0,0,0,0,0,0,0,0,0,0,0,0,3566,0,0
"1014.57140 Da 248.86 s",4.15,508.29298,0,0,42,0,0,0,0,0,0,4304,0,0,0,5912,0,0,0,0,148,0,0,0,0,0,0,0,0,4398,0,0
"975.67481 Da 248.86 s",4.15,976.68209,0,0,0,0,0,0,0,0,222,48198,0,0,0,41304,0,0,280,0,0,0,0,0,0,0,0,0,0,42738,0,0
"535.28085 Da 248.88 s",4.15,268.6477,0,0,0,0,0,0,0,0,758,11866,0,0,0,10616,0,0,648,0,0,0,0,0,0,0,652,0,0,9352,0,0
"517.23343 Da 249.03 s",4.15,259.62399,0,0,0,0,0,0,0,0,444,2000,0,0,0,2436,0,0,268,0,0,0,0,0,0,0,164,0,0,2090,0,0
"537.37699 Da 250.01 s",4.17,538.38427,0,0,0,0,0,74,0,0,760,3584,0,0,0,3254,0,0,700,0,0,0,0,0,0,0,876,0,0,3020,0,0
"241.27542 Da 250.26 s",4.17,242.28269,854,962,688,762,746,0,592,0,3364,2258,568,534,586,2926,0,400,3156,442,536,596,724,342,418,358,3546,0,398,2002,0,436
"255.29141 Da 251.82 s",4.2,256.29868,2406,2206,2430,1816,2202,1572,1946,2190,2388,1908,2542,2110,1726,1762,1834,1980,1922,1708,2344,2068,1916,1892,1414,2180,2418,1726,1648,1998,1674,2230
"542.30095 Da 251.93 s",4.2,272.15775,98,0,0,0,0,0,92,0,1678,4934,128,0,0,4690,110,0,2012,0,0,0,200,0,0,104,2212,134,168,4458,260,166
"542.26394 Da 252.02 s",4.2,272.13925,0,0,0,0,0,0,0,0,1748,3878,0,0,0,3710,0,0,1514,154,128,0,0,0,0,0,1724,0,0,2860,0,0
"1211.83770 Da 252.02 s",4.2,606.92613,0,0,0,0,0,0,0,0,0,4142,0,0,0,3742,0,0,0,0,0,0,0,0,0,0,0,0,0,2932,0,0
"560.31227 Da 252.06 s",4.2,281.16341,0,0,0,0,0,0,0,0,2500,7520,0,0,0,6116,0,0,3038,764,0,0,0,0,0,0,2584,0,0,5178,0,0
"1390.88137 Da 252.19 s",4.2,464.6344,0,0,0,0,0,0,0,0,534,4224,0,0,0,3104,0,0,584,0,0,0,0,0,0,0,542,0,0,2372,0,0
"524.25409 Da 252.26 s",4.2,263.13432,0,0,0,0,0,0,0,0,1934,4746,44,0,282,4574,0,0,2196,0,0,0,0,0,0,0,1728,358,0,3250,0,0
"560.27595 Da 252.36 s",4.21,281.14525,0,0,0,0,0,0,176,0,1016,2610,0,74,256,2876,0,0,954,0,0,0,0,0,0,0,1040,172,158,2134,80,158
"191.13041 Da 252.66 s",4.21,192.13768,6268,5264,4706,5750,5708,5700,5230,5904,6062,2914,4142,5564,5802,3340,5196,6070,6308,6158,4584,6758,5832,6084,7290,6294,5598,6204,7018,3212,6514,5520
"602.39033 Da 253.41 s",4.22,603.39761,0,0,0,0,0,0,0,0,4180,2226,0,0,0,3680,0,0,5184,0,0,0,0,0,0,0,5034,0,0,2876,0,0
"547.10264 Da 253.42 s",4.22,548.10992,0,54,0,0,608,1904,936,404,390,606,2728,720,0,362,2858,1018,368,716,1030,912,548,0,592,624,954,570,794,302,2638,1620
"588.13001 Da 253.69 s",4.23,295.07228,0,0,0,0,312,1976,1068,454,600,550,2694,786,0,478,2494,1050,450,682,1066,890,466,0,574,656,700,504,690,428,2338,2402
"467.18280 Da 253.97 s",4.23,468.19008,154,94,132,168,1400,5584,2340,1076,754,1640,7172,2088,102,1484,8148,2284,774,1902,2170,1850,1384,0,1200,1666,1996,1994,2356,876,8902,5216
"858.44499 Da 255.99 s",4.27,859.45227,68,0,0,0,0,0,0,0,1512,3426,120,0,0,2052,106,0,1300,0,0,0,0,0,0,0,2478,0,0,940,168,0
"855.52448 Da 256.06 s",4.27,428.76952,0,0,0,0,0,0,0,0,7138,8318,32,0,0,7940,0,0,6494,0,0,0,0,82,0,0,8420,0,0,6884,0,0
"869.48672 Da 256.90 s",4.28,870.49399,0,0,0,0,0,0,0,0,6440,5526,0,0,0,6456,0,0,9132,0,0,0,0,0,0,0,5658,0,0,5538,0,44
"838.80823 Da 256.98 s",4.28,839.8155,0,0,0,0,0,0,0,0,3694,3064,0,0,0,2478,0,0,2452,0,0,0,0,0,0,0,2758,0,0,2044,0,0
"1278.77585 Da 256.99 s",4.28,1279.78313,0,0,0,0,0,0,0,0,994,990,0,0,0,2166,0,0,2230,0,0,0,0,0,0,0,2538,0,0,2282,0,0
"833.63628 Da 257.16 s",4.29,834.64355,0,0,0,0,0,0,0,0,8466,8216,0,0,0,9482,0,0,9130,0,0,0,0,0,0,0,8988,0,0,9520,0,0
"1246.83241 Da 257.19 s",4.29,624.42348,0,0,0,0,0,0,0,0,3406,3412,0,0,0,0,0,0,2746,0,78,0,0,0,0,0,3260,0,0,3448,0,0
"372.53319 Da 257.27 s",4.29,373.54046,0,0,0,0,0,0,0,0,5510,5252,0,0,0,4458,0,0,4952,0,0,0,0,0,0,0,4898,0,0,4216,0,0
"1277.77630 Da 257.30 s",4.29,639.89543,0,0,0,0,0,0,0,0,2318,2242,0,0,0,1766,0,0,2372,0,0,0,0,0,0,0,2358,0,0,2142,0,0
"833.55959 Da 257.32 s",4.29,834.56686,0,0,0,0,0,0,0,0,4494,4012,0,0,0,0,0,0,4344,0,0,0,0,0,0,0,4086,0,0,4508,0,0
"817.84096 Da 257.35 s",4.29,818.84823,0,0,0,0,0,0,0,0,9050,9204,0,0,0,9174,0,0,8478,0,0,0,0,0,0,0,8720,0,0,8942,0,0
"870.49226 Da 257.38 s",4.29,871.49953,0,0,0,0,0,0,0,0,10548,9664,0,0,0,8478,0,0,9426,0,0,0,0,0,0,0,8934,0,0,7482,0,102
"818.61482 Da 257.52 s",4.29,819.6221,0,0,0,0,0,0,0,0,4526,6248,0,38,0,4878,0,0,4508,0,0,0,0,0,0,0,4916,0,0,5668,0,0
"838.59096 Da 257.54 s",4.29,839.59824,0,0,0,0,0,0,0,0,5658,5468,0,0,0,6642,0,0,6104,0,0,0,0,0,0,0,6380,0,78,8140,0,0
"873.49561 Da 257.54 s",4.29,874.50289,0,0,0,0,0,0,0,0,9956,9496,0,0,0,6770,0,0,7650,0,0,0,0,0,0,0,7232,0,0,5850,0,0
"1633.05598 Da 257.54 s",4.29,817.53526,0,0,0,0,0,0,0,0,9424,8686,0,0,44,8574,0,0,8666,0,0,0,0,0,0,0,8770,0,0,8526,0,0
"817.37317 Da 257.55 s",4.29,818.38045,0,0,0,0,0,0,0,0,8946,9122,30,0,0,8890,0,0,8470,0,0,0,0,0,0,0,9478,0,0,8460,0,0
"872.53241 Da 257.55 s",4.29,437.27348,0,0,0,0,0,0,0,0,5912,6520,0,0,0,3634,0,0,4920,0,0,0,0,0,0,0,4406,0,0,4092,0,0
"838.54440 Da 257.55 s",4.29,420.27948,0,0,0,0,0,0,0,0,2602,2298,0,0,0,2496,0,0,2528,0,0,0,0,0,0,0,2332,0,0,2148,0,0
"355.27952 Da 257.56 s",4.29,356.2868,0,0,170,0,0,162,210,0,3446,3180,0,0,0,3088,162,94,2758,0,0,0,122,202,212,0,4586,0,0,3848,0,0
"372.82232 Da 257.57 s",4.29,373.82959,0,0,0,0,0,0,0,0,0,1992,0,0,0,2102,0,0,2008,0,0,0,0,0,0,0,2028,0,0,1608,0,0
"816.83379 Da 257.58 s",4.29,817.84107,0,0,0,0,0,0,0,0,12536,12880,0,0,0,13586,0,0,12412,0,0,0,0,0,0,0,13412,0,0,12640,0,0
"1671.09944 Da 257.59 s",4.29,836.557,0,0,0,0,0,0,88,0,16934,16956,0,0,40,15398,0,0,17082,0,86,70,0,0,0,0,19348,0,0,17072,0,0
"816.97274 Da 257.60 s",4.29,817.98002,0,0,0,0,0,0,0,0,12334,12510,0,0,0,11958,0,0,11692,0,0,0,0,0,0,0,11866,0,0,11708,0,0
"818.03338 Da 257.60 s",4.29,819.04065,0,0,0,0,0,0,0,0,5590,5826,0,0,0,5824,0,0,5250,0,0,0,0,0,0,0,5832,0,0,5672,0,0
"834.00135 Da 257.64 s",4.29,835.00863,0,0,0,0,0,0,0,0,4060,3848,0,0,0,4514,0,0,4090,0,0,0,0,0,0,0,4466,0,0,4188,0,0
"817.22208 Da 257.65 s",4.29,818.22935,0,0,0,0,0,0,0,0,5322,5536,0,0,0,4342,0,0,4002,0,0,0,0,0,0,0,4982,0,0,4254,0,0
"816.81778 Da 257.67 s",4.29,817.82506,0,0,0,0,0,0,0,0,13164,14060,0,0,0,13148,0,0,12894,0,0,0,0,0,0,0,14346,0,0,12342,0,0
"464.24364 Da 257.71 s",4.3,233.1291,0,0,0,0,0,0,108,0,6610,5982,374,0,0,5406,310,0,6342,164,0,0,280,0,0,0,7150,402,0,4296,248,0
"817.41823 Da 257.71 s",4.3,818.4255,0,0,0,0,0,0,0,0,13596,13922,134,0,0,14024,0,0,13018,0,0,0,0,0,0,0,13902,0,0,12666,0,0
"839.52349 Da 257.72 s",4.3,840.53076,0,0,0,0,0,0,0,0,2526,2228,0,0,0,2388,0,0,2698,0,0,0,0,0,0,0,2652,0,0,2218,0,0
"446.23328 Da 257.75 s",4.3,224.12392,372,348,280,458,360,0,362,366,4026,0,434,216,238,4616,342,354,6422,386,314,326,420,408,308,306,4734,404,320,3562,320,244
"817.20164 Da 257.76 s",4.3,818.20892,0,0,0,0,0,0,0,0,5678,6042,0,0,0,5804,0,0,5456,0,0,0,0,0,0,0,5786,0,0,5268,0,0
"372.44425 Da 257.77 s",4.3,373.45153,0,0,0,0,0,0,0,0,7516,7376,0,0,0,7010,0,0,7070,0,0,0,0,0,0,0,6846,0,0,6534,0,0
"817.06366 Da 257.81 s",4.3,818.07093,0,0,0,0,0,0,0,0,7556,7936,0,0,0,7528,0,0,7156,0,0,0,0,0,0,0,7610,0,0,7220,0,0
"1634.22155 Da 257.84 s",4.3,818.11805,0,0,0,0,0,0,0,0,0,6848,0,0,0,6666,0,0,6338,0,0,0,0,0,0,0,6422,0,0,6120,0,0
"818.54394 Da 257.90 s",4.3,819.55121,0,0,0,0,0,0,0,0,3856,3418,34,0,0,3594,0,0,3452,0,0,0,0,0,0,0,3172,0,0,3708,0,0
"482.25499 Da 257.90 s",4.3,242.13477,210,0,0,0,242,128,0,0,4882,3092,200,154,88,2498,0,0,0,466,0,0,0,0,0,0,2704,0,0,2456,154,164
"816.74699 Da 257.93 s",4.3,817.75427,0,0,0,0,0,0,0,0,6402,7190,0,0,0,7170,0,0,6198,0,0,0,0,0,0,0,7320,0,0,7244,0,0
"329.32892 Da 258.01 s",4.3,330.33619,542,358,578,360,418,398,440,340,272,504,834,194,136,362,306,322,312,200,712,184,260,336,368,348,354,172,54,522,164,616
"510.21344 Da 258.02 s",4.3,511.22071,0,0,0,0,0,0,0,0,3690,2494,236,0,0,2316,174,0,2638,0,0,162,0,188,120,0,3598,0,0,3006,184,0
"833.84538 Da 258.14 s",4.3,834.85265,0,0,0,0,0,0,0,0,5410,5564,0,0,0,5104,0,0,5750,0,0,0,0,0,0,0,6028,0,0,5506,0,0
"833.86362 Da 258.16 s",4.3,834.87089,0,0,0,0,0,0,0,0,5386,5406,0,0,0,5324,0,0,5620,0,0,0,0,0,0,0,5692,0,0,5124,0,0
"834.86723 Da 258.31 s",4.31,835.8745,0,0,0,0,0,0,0,0,2564,2506,0,0,0,2884,0,0,2508,0,0,0,0,0,0,0,2764,0,0,0,0,0
"896.51468 Da 258.51 s",4.31,897.52196,0,0,0,0,0,0,0,0,3764,3578,0,0,0,4690,0,0,2966,0,0,0,0,0,0,0,4816,0,0,3498,0,0
"1712.12490 Da 258.51 s",4.31,857.06973,0,0,0,0,0,0,0,0,3042,2624,0,0,0,2442,0,0,2780,0,0,0,0,0,0,0,2424,0,0,2938,0,0
"913.52155 Da 258.62 s",4.31,914.52882,0,0,0,0,0,0,0,44,4128,3962,0,0,0,3230,0,0,3574,0,0,0,0,0,64,0,2594,0,0,2362,0,0
"1753.15153 Da 258.78 s",4.31,877.58304,0,0,0,0,0,0,0,0,2794,2042,0,86,0,2118,0,0,0,0,0,0,0,0,0,0,2088,0,0,2110,0,0
"511.21383 Da 258.87 s",4.31,512.22111,0,0,0,0,0,46,0,0,1902,1536,0,0,0,1690,0,0,1544,0,0,0,0,0,0,0,2222,106,0,1722,0,0
"816.90518 Da 258.90 s",4.31,817.91246,0,0,0,0,0,0,0,0,3418,3284,0,0,0,3102,0,0,3376,0,0,0,0,0,0,0,3416,0,0,3240,0,0
"951.53966 Da 259.08 s",4.32,952.54694,0,0,0,0,0,0,0,0,1292,1120,0,0,0,1454,0,0,2162,0,0,0,0,0,0,0,1948,0,0,1764,0,0
"899.91091 Da 259.46 s",4.32,900.91818,0,0,0,0,0,0,0,0,7222,7206,0,0,0,6834,0,0,6454,0,0,0,0,0,0,0,6672,0,0,6264,0,0
"1794.17724 Da 259.58 s",4.33,898.0959,0,0,0,0,0,0,0,0,2544,2714,0,0,0,2434,0,0,2006,0,0,0,0,0,0,0,0,0,0,1920,0,0
"898.70415 Da 259.78 s",4.33,899.71142,0,0,0,0,0,0,0,0,11046,10634,0,0,0,9134,0,0,8650,0,0,0,32,0,0,0,9646,0,0,10290,0,0
"157.14623 Da 259.81 s",4.33,158.15351,104824,102588,99360,102524,115944,109394,107520,107580,6402,5920,100128,110866,97804,6176,101690,88916,6224,107464,94746,103088,111294,98686,103696,104138,5518,101680,102894,5552,99412,78492
"157.16059 Da 259.92 s",4.33,158.16787,0,0,0,0,0,2646,0,2808,0,0,0,0,0,0,0,2692,0,0,0,2648,0,2388,2396,2050,0,2178,2650,0,0,0
"471.48218 Da 259.93 s",4.33,158.168,2230,1950,1914,2100,1996,0,2638,0,0,0,1402,2236,2170,0,1902,0,0,2394,1502,0,2506,0,0,0,0,0,0,0,2180,1678
"900.08421 Da 260.30 s",4.34,901.09148,0,0,0,0,0,0,0,0,4412,3966,0,0,0,3884,0,0,3790,0,0,0,0,0,0,0,3938,0,0,3616,0,0
"492.23905 Da 260.32 s",4.34,493.24633,0,82,0,0,118,64,0,28,2792,2348,184,62,0,2500,112,0,2790,260,0,252,0,216,0,0,2384,180,44,2782,146,0
"900.90039 Da 260.43 s",4.34,901.90767,0,0,0,0,0,0,0,0,2602,0,0,0,0,2048,0,0,2130,0,0,0,0,0,0,0,2006,0,0,1982,0,0
"413.61239 Da 260.44 s",4.34,414.61966,0,0,0,0,0,0,0,0,2020,1792,0,0,0,2064,0,0,1520,0,0,0,0,0,0,0,1902,0,0,2268,0,0
"75.03267 Da 260.51 s",4.34,76.03995,152,162,136,0,158,218,202,158,2726,2382,244,0,112,1616,330,102,1976,0,176,60,142,68,200,0,1902,114,76,1744,0,106
"413.89322 Da 260.52 s",4.34,414.90049,0,0,0,0,52,0,0,0,1770,1816,108,0,0,2008,0,0,1822,0,0,0,0,0,0,0,1770,0,0,2034,0,0
"431.65820 Da 260.65 s",4.34,432.66547,0,0,0,0,0,0,0,0,3004,2306,0,0,0,2394,0,0,1892,0,0,0,0,0,0,0,2514,0,0,2556,0,0
"431.88467 Da 260.72 s",4.35,432.89195,0,0,0,0,0,0,0,0,3394,2580,0,0,0,2616,0,0,2458,0,0,0,0,0,0,0,2714,0,82,3146,0,0
"915.65403 Da 260.87 s",4.35,916.66131,0,0,0,0,0,0,0,0,3182,4030,0,0,0,3544,0,0,3354,0,0,0,0,0,0,0,3494,0,0,3772,0,0
"929.09123 Da 260.93 s",4.35,930.09851,0,0,0,0,0,0,0,0,2054,1168,0,0,0,1688,0,0,1174,0,0,0,0,0,0,0,1158,0,0,1438,0,0
"2303.49394 Da 260.97 s",4.35,1152.75425,0,0,0,0,0,0,0,0,2242,2410,0,0,0,2164,0,0,2378,0,0,0,0,0,0,0,2308,0,0,2224,0,0
"1820.22756 Da 261.01 s",4.35,911.12106,0,0,0,0,0,0,0,0,2036,1882,0,0,0,1496,0,0,1678,0,0,0,0,0,0,0,1894,0,0,2134,0,0
"955.54851 Da 261.16 s",4.35,956.55579,0,0,0,0,0,0,0,0,6684,5658,0,0,0,4704,0,0,4232,0,0,0,0,0,0,0,5426,0,0,4488,0,0
"1348.81918 Da 261.19 s",4.35,450.61367,0,0,0,0,0,0,0,0,4492,4416,0,0,0,4426,0,0,4292,0,0,0,0,0,0,0,5166,0,0,3844,0,0
"862.55112 Da 261.43 s",4.36,432.28284,0,468,0,544,0,318,0,0,2838,2660,428,374,370,2394,242,330,3160,342,0,402,560,244,360,462,2358,292,312,2664,366,426
"1778.18715 Da 261.55 s",4.36,890.10085,0,0,0,0,0,0,0,0,3336,2316,0,0,0,2652,0,0,2650,0,0,0,0,0,0,0,1164,0,0,1838,0,0
"1328.86876 Da 261.73 s",4.36,665.44165,0,36,0,0,0,0,0,0,3466,3012,0,0,0,3038,0,0,2674,0,0,0,0,0,0,0,3246,0,0,2938,0,0
"926.58777 Da 261.77 s",4.36,927.59505,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,4278,0,0,4070,0,0
"1737.13067 Da 261.84 s",4.36,869.57261,0,0,0,0,0,0,0,0,2448,2764,0,0,0,3506,0,0,4636,0,0,0,0,0,0,0,2424,0,0,3020,0,0
"1705.19646 Da 261.85 s",4.36,853.60551,0,0,0,0,0,0,0,0,2660,2880,0,0,0,2854,0,0,4266,0,0,0,0,0,0,0,3102,0,0,2774,0,0
"1290.92109 Da 261.87 s",4.36,646.46782,92,0,0,90,0,0,0,0,2374,1920,0,0,0,1974,0,0,2210,0,90,0,0,0,0,0,2238,0,0,2178,0,0
"1683.21487 Da 261.90 s",4.36,842.61471,0,0,0,0,0,0,0,0,9706,8072,0,0,0,8414,0,0,11384,0,0,0,0,0,0,0,7540,0,0,9224,0,0
"1721.16408 Da 261.90 s",4.36,861.58932,0,0,0,0,0,0,0,0,3498,3952,0,0,0,3314,0,0,3868,0,0,0,0,0,0,0,3144,0,0,3614,0,0
"1151.24587 Da 261.91 s",4.37,1152.25315,0,0,0,0,0,0,0,0,1880,1736,0,0,0,0,0,0,1986,0,0,0,0,0,0,0,1542,0,0,1248,0,0
"1648.17246 Da 262.06 s",4.37,825.09351,0,0,0,0,0,0,0,0,5528,4928,0,0,0,5392,0,0,5738,0,0,0,0,0,0,0,4736,0,0,5092,0,0
"1664.14145 Da 262.06 s",4.37,833.078,0,0,0,0,0,0,0,0,5708,5306,0,0,0,6382,0,0,5988,0,0,0,0,0,0,0,4602,0,0,5718,0,0
"1680.11157 Da 262.11 s",4.37,841.06306,0,0,0,0,0,0,0,0,3536,3376,0,0,0,3580,0,0,3868,0,0,0,0,0,0,0,2848,0,0,2554,0,0
"2056.43230 Da 262.14 s",4.37,1029.22343,0,0,0,0,0,0,0,0,2706,3290,0,0,0,2636,0,0,2666,0,0,0,0,0,0,0,2802,0,0,2248,0,0
"1626.19250 Da 262.15 s",4.37,814.10353,0,0,0,0,0,0,0,0,33092,25232,0,0,0,28898,0,0,32002,0,0,0,0,0,0,0,27540,0,0,22836,0,0
"2018.48304 Da 262.15 s",4.37,1010.2488,0,0,0,0,0,0,0,0,9758,8456,0,0,0,8302,0,0,12946,0,0,0,0,0,0,0,10920,0,0,7274,0,0
"1233.90002 Da 262.15 s",4.37,617.95729,0,0,0,126,0,0,0,0,13408,11530,0,0,0,11930,0,0,12022,0,0,0,0,48,0,0,12236,0,0,9940,0,0
"808.43839 Da 262.29 s",4.37,809.44567,0,0,0,0,0,0,0,0,0,98,6622,0,0,0,0,0,62,0,5322,0,0,0,0,0,82,0,0,0,0,4192
"356.38320 Da 262.53 s",4.38,357.39047,0,0,0,0,0,0,0,0,8346,7970,0,0,0,7358,0,0,7030,0,0,0,0,0,0,0,7902,0,0,7062,0,0
"918.56465 Da 262.55 s",4.38,460.2896,0,0,0,78,72,0,0,0,626,918,0,0,0,598,0,0,800,0,0,0,0,0,0,0,594,0,0,676,0,0
"356.59447 Da 262.81 s",4.38,357.60175,0,0,0,0,0,0,0,0,7024,6502,0,0,0,6692,0,0,6302,0,0,0,0,0,0,0,7010,0,0,6472,0,0
"146.10913 Da 262.83 s",4.38,147.1164,76,108,0,146,126,92,194,230,2518,2276,160,0,66,1760,0,110,1774,198,114,64,110,178,130,0,1998,76,106,1910,116,0
"174.14005 Da 262.86 s",4.38,175.14733,386,0,0,434,234,198,220,164,6724,6450,190,92,242,6246,184,246,5702,212,234,182,274,0,0,214,7052,394,140,6212,130,0
"356.51274 Da 262.91 s",4.38,357.52001,0,0,0,0,0,0,0,0,6698,6660,0,0,0,6312,0,0,5926,0,0,0,0,0,0,0,6370,0,0,5950,0,0
"356.44544 Da 262.97 s",4.38,357.45271,0,0,0,0,0,0,0,0,13032,12744,0,0,0,12296,0,0,11560,0,0,0,0,0,0,0,12236,0,0,11812,0,0
"214.17105 Da 262.97 s",4.38,215.17833,0,0,126,0,0,0,0,0,5526,5808,0,0,0,5856,0,0,5620,0,0,0,0,0,0,0,6292,0,0,5524,0,0
"397.29747 Da 263.02 s",4.38,398.30475,100,0,0,0,38,0,72,0,2542,2952,0,0,0,2540,0,0,3232,0,0,0,64,62,86,0,3138,0,0,3484,0,0
"356.56961 Da 263.02 s",4.38,357.57688,0,0,0,0,0,0,0,0,7768,7268,0,0,0,7208,0,0,7098,0,0,0,0,0,0,0,7570,0,0,6822,0,0
"160.12466 Da 263.03 s",4.38,161.13193,122,0,0,154,190,132,276,130,4652,4516,68,92,126,4262,174,0,4308,132,0,126,112,44,144,144,5078,170,188,4864,108,0
"356.53262 Da 263.03 s",4.38,357.53989,0,0,0,0,0,0,0,0,12406,11494,0,0,0,11730,74,0,11206,0,0,0,0,0,0,0,11584,0,0,11168,0,0
"503.23238 Da 263.03 s",4.38,504.23966,0,0,0,66,0,0,0,0,1214,1004,326,114,92,1142,0,0,942,72,0,58,0,0,0,0,1420,140,0,1014,70,0
"356.70089 Da 263.08 s",4.38,357.70817,0,0,0,0,0,0,0,0,5072,3802,0,0,0,4268,0,0,3644,0,0,0,0,0,0,0,4476,0,0,3800,0,0
"356.82755 Da 263.08 s",4.38,357.83482,94,150,0,0,0,0,100,114,13886,11976,84,152,0,12984,0,0,11554,0,0,84,0,0,0,0,13168,0,0,12252,0,0
"356.68412 Da 263.08 s",4.38,357.69139,0,0,0,0,0,0,0,0,5640,4588,0,0,0,4974,0,0,4598,0,0,0,0,0,0,0,5540,0,0,4788,0,0
"90.04699 Da 263.09 s",4.38,91.05427,234,236,188,220,128,172,164,148,1806,2414,234,198,106,2416,160,222,1680,0,120,116,190,180,142,88,2082,226,110,2128,152,136
"983.74104 Da 263.10 s",4.39,984.74832,0,0,0,0,0,0,0,0,1846,1978,0,0,0,2006,0,0,2034,0,0,0,0,0,0,0,2538,0,0,2064,0,0
"981.65895 Da 263.12 s",4.39,982.66623,0,0,0,0,0,0,0,0,3800,3126,0,0,0,3428,0,0,3546,0,0,0,0,0,0,0,3396,0,0,2144,0,0
"356.64405 Da 263.12 s",4.39,357.65132,0,0,0,0,0,0,0,0,2472,1848,0,0,0,2108,0,0,1722,0,0,0,0,0,0,0,2110,0,0,1834,0,0
"356.81459 Da 263.12 s",4.39,357.82187,0,0,0,0,0,0,0,0,11156,10024,56,0,0,11558,52,0,10668,0,0,0,0,0,0,0,12192,0,0,11580,0,0
"256.21804 Da 263.13 s",4.39,257.22532,0,0,0,0,0,0,0,0,2412,2208,0,0,0,2120,62,0,2268,0,0,0,0,60,0,0,2676,0,0,2466,0,0
"356.43030 Da 263.13 s",4.39,357.43757,0,0,0,0,0,0,0,0,13606,12992,0,0,0,12884,0,0,12420,0,0,0,0,0,0,0,12718,0,0,12584,0,0
"356.62445 Da 263.13 s",4.39,357.63172,0,0,0,0,0,0,0,0,6430,5482,0,0,0,5788,0,0,0,0,0,0,0,0,0,0,5764,0,0,5488,0,0
"356.79949 Da 263.15 s",4.39,357.80677,0,0,0,0,0,0,0,0,11182,9972,0,0,0,10528,0,0,9746,0,88,80,94,0,0,0,11326,0,0,10546,0,0
"982.15686 Da 263.21 s",4.39,983.16414,0,0,0,0,0,0,0,0,3322,2676,0,0,0,2690,0,0,2436,0,0,0,0,0,0,0,2792,0,0,1640,0,0
